SampleID,obs,time,elapsed,date,hhmmss,averaging,scientist,site,tree_tag,tree_id,species,branch_number,leaf_number,leaf_position,is_compound,curve_number,data_qc,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,FALSE.,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,Adyn.MN,Adyn.SLP,Adyn.SD,Adyn.OK,Asty.MN,Asty.SLP,Asty.SD,Asty.OK,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,Ci.MN,Ci.SLP,Ci.SD,Ci.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,VPDleaf.MN,VPDleaf.SLP,VPDleaf.SD,VPDleaf.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,A.MN,A.SLP,A.SD,A.OK,uni_id
2022-10-09-T8B1L1,5,1665373995,540.9000001,20221009 23:53:15,23:53:15,1,other,bci,0,t8,NA,b1,l1,2,NA,NA,ok,1665373994,0.000886256,0.88625632,-0.412300136,50.43403381,64.70837783,6.436264265,5.016456608,0.040764175,2.918841502,0.040450521,0.025309555,321.520209,32.11782617,30.98996667,4.5087981,55.01609475,2.405282936,4.371962326,2.103515165,-39.08390372,-84.88029849,-6.512222842,191.0437839,0,0,1,0,51894,2000.03,1681.2249,0.840599841,0.160757693,6,0.5,0: Broadleaf,2,1665373994,50.43403333,49.99303333,24.18203333,23.14453333,49.70686667,24.15083333,500.1396667,99.366,0.0997026,30.45056667,30.98996667,999.9,0,0,10002.5,0,1322.42,0.440971333,51.68383333,51.17753333,1.03751,49.99303333,23.14453333,2.402873333,2.29978,20.38316667,19.67486667,2000.03,0.980006,0.019994333,0,2.416,0,27391.33333,17412.6,43.562,45.5,43.687,43.604,43.5,1960.04,39.99,0,1665373996,0,1665373931,23:52:10,1665373931,1665373926,41,0.025,0.004,0.726,0.029,50,23,0.3,0.11,0,0,0,-1,0,0,0,-1,0.395078367,-0.138486701,0.033381014,1,63.46102087,-1.900844129,1.33889059,1,0.995932525,0.076783846,0.01065864,1,2.104360114,0.013071515,0.001546494,1,5,5,05-mai,2.94116,2.8009,0.0132453,0.0132474,0.107947,0.104671,20266.3,21254.5,23893.8,25077.1,34124.1,35858.5,43581.2,46368.1,1.95173,1.79605,0.0741407,0,29.7827,999.9,57.7,38.8,40.3643,63.6027,22.9487,1,0.500069,3.13815,20.2896,5.21744,11.9075,5.00405,3.292,9999,9999,9999,999.9,1.85975,1.85486,1.85791,1.85643,1.85517,1.85471,1.85365,1.85655,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.727,0.0312,0.561869357,0.003420174,-1.94E-06,4.55E-10,-0.067133853,0.0151129,-0.000839346,1.58E-05,1,2154,2,24,1.1,1.1,0.26123,2.43652,1.4978,2.30347,1.54785,2.32056,42.2445,13.9306,18,503.329,466.66,25.1032,33.3532,30.0003,33.1128,33.2162,5.24592,44.9692,0,25.0997,50,23.1145,100.764,100.483,NA,-0.366038759,0.02334622,0.032403157,1,t8b1l1
2022-10-09-T8B1L1,6,1665374182,727.9000001,20221009 23:56:22,23:56:22,1,other,bci,0,t8,NA,b1,l1,2,NA,NA,ok,1665374181,0.000791016,0.791015788,3.236188713,395.7989962,241.8794054,24.05791395,39.36713081,0.03647774,2.915276833,0.036226056,0.022663753,321.5460345,32.08994299,30.9265,4.492506538,54.97366466,2.395895824,4.358261067,2.096610714,-34.88379623,-83.41713075,-6.40404796,196.8410596,0,0,1,0,51846,2000.19,1681.35945,0.840599868,0.160757745,6,0.5,0: Broadleaf,2,1665374181,395.799,400.0565,24.08845,23.16245,394.27,24.06125,500.191,99.3625,0.09993215,30.39575,30.9265,999.9,0,0,9982.5,0,557.539,-4.25705,405.569,409.5425,0.925996,400.0565,23.16245,2.393495,2.30148,20.3198,19.68675,2000.19,0.9800035,0.0199968,0,3.001,0,27605.85,17414,43.312,45.062,43.5,43.187,43.312,1960.195,39.995,0,1665374183,0,1665374056,23:54:16,1665374052,1665374056,42,-0.108,-0.004,1.538,0.025,400,23,0.31,0.15,0,0,0,-1,0,0,0,-1,-4.229243,-0.013877553,0.061551,1,242.8732704,0.634031599,2.322426629,1,0.927855625,-0.027412649,0.003269074,1,2.097062587,-0.019547042,0.001927007,1,5,5,05-mai,2.94146,2.80107,0.0866908,0.0874977,0.107676,0.104787,18761.9,19659.7,23896.9,25080.8,34142.2,35862.4,43587.1,46375.1,1.9529,1.79783,0.0893474,0,29.4833,999.9,57.7,38.9,40.583,63.8927,22.0954,1,0.48642,2.02607,20.3069,5.21714,11.9056,5.0049,3.292,9999,9999,9999,999.9,1.85989,1.8549,1.85804,1.85654,1.85531,1.85474,1.85378,1.85668,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.529,0.0273,0.453791282,0.003420174,-1.94E-06,4.55E-10,-0.07094386,0.0151129,-0.000839346,1.58E-05,1,2154,2,24,2.2,2.1,1.01929,2.36572,1.4978,2.30347,1.54785,2.49634,42.1386,13.9219,18,503.757,467.504,26.0755,33.2533,29.9992,33.0725,33.1746,20.4269,44.9641,0,26.103,400,23.2309,100.777,100.498,NA,3.213793552,-0.048309538,0.051207476,1,t8b1l1
2022-10-09-T8B1L1,7,1665374346,891.4000001,20221009 23:59:05,23:59:05,1,other,bci,0,t8,NA,b1,l1,2,NA,NA,ok,1665374345,0.000728358,0.728358179,4.954183325,593.6459943,338.9449759,33.71112997,59.04343977,0.033436137,2.920034081,0.033224885,0.020784422,321.526374,32.16879051,30.98445,4.507379962,54.92576699,2.402775393,4.374586874,2.104604568,-32.1205957,-82.39618082,-6.31920817,200.6903893,0,0,1,0,51979,2000.065,1681.2546,0.840599981,0.160757962,6,0.5,0: Broadleaf,2,1665374345,593.646,600.1075,24.15845,23.30585,591.785,24.12885,500.1845,99.3592,0.09980475,30.46105,30.98445,999.9,0,0,10010,0,466.4885,-6.461545,608.3425,614.4275,0.852599,600.1075,23.30585,2.400365,2.31565,20.3662,19.78565,2000.065,0.9800005,0.01999975,0,2.9645,0,27457.1,17412.9,42.937,44.437,43.062,42.562,42.875,1960.065,40,0,1665374347,0,1665374241,23:57:20,1665374239,1665374241,43,-0.032,0.002,1.872,0.028,600,23,0.22,0.14,0,0,0,-1,0,0,0,-1,-6.327668065,0.033175645,0.048764201,1,345.2811174,0.715204162,1.780178048,1,0.855494854,-0.004919603,0.001334802,1,2.104295335,0.012838707,0.001783023,1,5,5,05-mai,2.9418,2.80112,0.116951,0.11793,0.107938,0.105291,18149,19014.4,23906.8,25092.8,34146,35859.3,43602.6,46396.1,1.9561,1.80203,0.107169,0,29.2423,999.9,57.6,38.9,40.516,63.4927,22.1795,1,0.459865,1.77308,20.3097,5.21774,11.9056,5.005,3.292,9999,9999,9999,999.9,1.85974,1.85484,1.85791,1.8564,1.85516,1.85471,1.85364,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.861,0.0296,0.421570381,0.003420174,-1.94E-06,4.55E-10,-0.068734776,0.0151129,-0.000839346,1.58E-05,1,2154,2,24,1.8,1.8,1.41479,2.35596,1.4978,2.30225,1.54785,2.48657,42.0329,13.8781,18,504.103,468.629,26.7146,32.9563,29.9994,32.85,32.9551,28.3324,44.488,0,26.7186,600,23.3308,100.815,100.544,NA,4.837236524,-0.109883822,0.036664952,1,t8b1l1
2022-10-09-T8B1L1,8,1665374486,1031.4,20221010 00:01:25,00:01:25,1,other,bci,0,t8,NA,b1,l1,2,NA,NA,ok,1665374485,0.000681656,0.681656142,5.994302212,792.1624931,462.7081193,46.01787277,78.78321408,0.031347738,2.919930094,0.031161966,0.019492828,321.527751,32.1579366,30.94605,4.497519447,54.87603958,2.39742744,4.368805508,2.100092008,-30.06103586,-79.9847317,-6.132622118,205.3493613,0,0,1,0,52018,2000.07,1681.2591,0.840600129,0.160758249,6,0.5,0: Broadleaf,2,1665374485,792.1625,800.001,24.10605,23.30805,789.8965,24.07665,500.1685,99.3533,0.1000505,30.43795,30.94605,999.9,0,0,10010,0,187.606,-7.83835,811.7305,819.0925,0.7979495,800.001,23.30805,2.395015,2.315735,20.3301,19.78625,2000.07,0.9799975,0.02000265,0,1.991,0,27232.1,17412.9,42.562,43.875,42.687,42.062,42.5,1960.06,40.01,0,1665374487,0,1665374414,00:00:13,1665374414,1665374398,44,0.128,0,2.276,0.028,800,23,0.28,0.14,0,0,0,-1,0,0,0,-1,-7.918097742,0.473139677,0.058155664,1,461.6469118,-1.958699748,1.806796253,1,0.805137024,-0.043313519,0.004380326,1,2.099060274,0.022520202,0.002058675,1,5,5,05-mai,2.94211,2.80121,0.142601,0.143616,0.107832,0.105359,17631.3,18470.7,23918.4,25105.1,34166.1,35874.2,43621.1,46418,1.95958,1.80658,0.115871,0,29.0613,999.9,57.4,38.9,40.3764,63.4127,22.2356,1,0.434522,1.292,20.3145,5.21804,11.9053,5.00475,3.292,9999,9999,9999,999.9,1.85986,1.85489,1.85804,1.85654,1.8553,1.85477,1.85371,1.85665,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,2.267,0.0294,0.549830005,0.003420174,-1.94E-06,4.55E-10,-0.068838654,0.0151129,-0.000839346,1.58E-05,1,2154,2,24,1.2,1.5,1.78955,2.34619,1.4978,2.30225,1.54785,2.47437,41.9012,13.8518,18,504.365,469.725,27.1036,32.6541,29.9992,32.5941,32.702,35.8519,44.4844,0,27.1308,800,23.3184,100.86,100.592,NA,6.05885332,-0.352328431,0.046275773,1,t8b1l1
2022-10-09-T8B1L1,9,1665374607,1152.9,20221010 00:03:27,00:03:27,1,other,bci,0,t8,NA,b1,l1,2,NA,NA,ok,1665374606,0.000646645,0.646645475,6.861424491,990.9234921,589.8881997,58.66530142,98.54888668,0.029555699,2.917708996,0.029390375,0.018383761,321.522963,32.19720693,30.9951,4.510118047,54.79777347,2.397985949,4.376064568,2.112132098,-28.51706543,-83.0777454,-6.377078027,203.5510742,0,0,1,0,51978,2000.04,1681.2339,0.840600138,0.160758266,6,0.5,0: Broadleaf,2,1665374606,990.9235,999.923,24.1121,23.3551,988.6005,24.08195,500.1745,99.35165,0.09990955,30.46695,30.9951,999.9,0,0,9997.475,0,210.514,-8.999025,1015.405,1023.835,0.756994,999.923,23.3551,2.395575,2.320365,20.3339,19.8185,2000.04,0.9799945,0.0200056,0,1.984,0,26996.4,17412.65,42.25,43.5,42.375,41.687,42.187,1960.03,40.01,0,1665374608,0,1665374545,00:02:25,1665374545,1665374538,45,-0.153,0.001,2.331,0.028,1000,23,0.51,0.15,0,0,0,-1,0,0,0,-1,-9.086414333,-0.126985095,0.054935135,1,588.0278224,-1.59504295,2.036875309,1,0.75926785,0.006547182,0.001675546,1,2.105882865,0.03820033,0.002935127,1,5,5,05-mai,2.94224,2.80107,0.165164,0.166188,0.107909,0.10556,17174.8,17992.1,23927.9,25115.5,34176.7,35881.1,43636.7,46436.5,1.9622,1.81152,0.124291,0,28.972,999.9,57.2,38.9,40.2394,63.5127,22.3277,1,0.413196,1.27351,20.315,5.21909,11.9056,5.005,3.292,9999,9999,9999,999.9,1.85975,1.85485,1.85791,1.85644,1.85518,1.85471,1.85364,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,2.323,0.0301,0.396192724,0.003420174,-1.94E-06,4.55E-10,-0.068090552,0.0151129,-0.000839346,1.58E-05,1,2154,2,24,1,1.1,2.15088,2.33032,1.4978,2.30225,1.54785,2.4353,41.7699,13.8081,18,504.179,471.139,27.2358,32.3872,29.9993,32.3494,32.4587,43.0581,43.984,0,27.2379,1000,23.4161,100.898,100.633,NA,6.940130549,-0.001723682,0.048687192,1,t8b1l1
2022-10-09-T8B1L1,10,1665374912,1457.9,20221010 00:08:32,00:08:32,1,other,bci,0,t8,NA,b1,l1,2,NA,NA,ok,1665374911,0.000573239,0.573238586,7.056573701,1190.719992,722.9663044,71.89939379,118.4177534,0.02612463,2.919673454,0.025995458,0.016258713,321.521007,32.24273471,31.0174,4.515856008,54.73606233,2.399065414,4.382970407,2.116790594,-25.27982162,-82.30730208,-6.315241977,207.6186413,0,0,1,0,51973,2000.035,1681.2291,0.84059984,0.16075769,6,0.5,0: Broadleaf,2,1665374911,1190.72,1200.005,24.1232,23.45205,1188.41,24.09055,500.106,99.35065,0.0998961,30.4945,31.0174,999.9,0,0,10008.8,0,393.5205,-9.283385,1220.155,1228.825,0.671154,1200.005,23.45205,2.396655,2.32998,20.3412,19.88515,2000.035,0.980005,0.0199953,0,2.2925,0,26051.55,17412.65,41.562,42.75,41.625,41,41.562,1960.045,39.99,0,1665374913,0,1665374682,00:04:42,1665374682,1665374669,46,-0.177,0.003,2.316,0.031,1200,23,0.65,0.13,0,0,0,-1,0,0,0,-1,-9.312882667,0.300177264,0.042462228,1,722.3835768,-0.386940414,2.487029579,1,0.67424285,-0.019301966,0.002209821,1,2.120689548,-0.00734699,0.002217818,1,5,5,05-mai,2.94279,2.80112,0.185697,0.186639,0.108086,0.106019,16770.9,17570.7,23951.3,25140.7,34201.6,35898.2,43674.8,46482.6,1.97008,1.82208,0.128657,0,28.9229,999.9,56.6,38.8,39.6048,63.6427,22.5321,1,0.3628,1.553,20.3131,5.21729,11.9039,5.0054,3.292,9999,9999,9999,999.9,1.85974,1.85476,1.85788,1.85638,1.85516,1.8547,1.85364,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,2.31,0.0326,0.218136161,0.003420174,-1.94E-06,4.55E-10,-0.065577512,0.0151129,-0.000839346,1.58E-05,1,2154,2,24,3.8,4,2.5,2.34375,1.4978,2.30103,1.54785,2.36694,41.3001,13.6942,18,504.39,473.385,27.1546,31.7559,29.9996,31.7271,31.8418,50.0689,42.5845,0,27.1385,1200,23.494,100.99,100.733,NA,7.07882039,-0.189657319,0.034767674,1,t8b1l1
2022-10-09-T8B1L1,11,1665375049,1594.9,20221010 00:10:49,00:10:49,1,other,bci,0,t8,NA,b1,l1,2,NA,NA,ok,1665375048,0.000546027,0.546026607,7.719930007,1489.693324,950.5349761,94.52244513,148.1370587,0.024988054,2.915558286,0.024869684,0.015554141,321.5431243,32.17873956,30.9708,4.503872702,54.9046479,2.396336737,4.364542581,2.107535966,-24.07977337,-86.43524971,-6.637389421,204.3907118,0,0,1,0,51850,2000.17,1681.342796,0.840599947,0.160757898,6,0.5,0: Broadleaf,2,1665375048,1489.693333,1499.93,24.098,23.45876667,1486.763333,24.0611,500.1633333,99.34116667,0.100145333,30.4209,30.9708,999.9,0,0,9986.25,0,314.8413333,-10.23743333,1526.48,1535.963333,0.639268667,1499.93,23.45876667,2.393926667,2.33042,20.32276667,19.88823333,2000.17,0.980004,0.0199963,0,1.873666667,0,25775.33333,17413.8,41.375,42.562,41.437,40.79133333,41.41633333,1960.176667,40,0,1665375050,0,1665374973,00:09:32,1665374972,1665374973,47,0.414,0.004,2.937,0.036,1500,23,0.31,0.17,0,0,0,-1,0,0,0,-1,-10.26984,0.317798443,0.080057757,1,952.0170776,-0.380032204,4.859836295,1,0.6440057,-0.030022424,0.003895648,1,2.107370575,-0.009264501,0.0012422,1,5,5,05-mai,2.94297,2.80129,0.212808,0.213787,0.108034,0.106076,16215.5,16987.5,23955.8,25145.7,34211.2,35903.9,43682.8,46491.6,1.97185,1.82558,0.128083,0,28.8822,999.9,56.4,38.7,39.2533,63.8028,23.125,1,0.349901,1.05596,20.3177,5.21984,11.9026,5.00515,3.292,9999,9999,9999,999.9,1.85974,1.85482,1.85791,1.85641,1.85516,1.85471,1.85363,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,2.93,0.037,0.632415479,0.003420174,-1.94E-06,4.55E-10,-0.061209494,0.0151129,-0.000839346,1.58E-05,1,2154,2,24,1.3,1.3,3.00293,2.34375,1.4978,2.30103,1.54785,2.38647,41.1705,13.668,18,504.128,474.275,27.3493,31.5981,29.9994,31.5463,31.6585,60.1133,42.3063,0,27.3797,1500,23.5388,101.008,100.753,NA,7.737450735,-0.066014553,0.070954617,1,t8b1l1
2022-10-09-T8B1L1,12,1665375206,1751.4,20221010 00:13:25,00:13:25,1,other,bci,0,t8,NA,b1,l1,2,NA,NA,ok,1665375205,0.000528599,0.528598999,8.226313193,1988.846657,1383.351987,137.5511508,197.7574391,0.024187968,2.915631092,0.02407704,0.015058074,321.525044,32.19997934,30.984,4.5072643,54.9373951,2.40008275,4.368759651,2.10718155,-23.31121586,-85.86105396,-6.594111193,205.758663,0,0,1,0,51917,2000.056667,1681.2476,0.840599983,0.160757967,6,0.5,0: Broadleaf,2,1665375205,1988.846667,1999.976667,24.13763333,23.5188,1985.906667,24.10436667,500.141,99.33286667,0.100359333,30.43776667,30.984,999.9,0,0,9987.5,0,85.4095,-11.13173333,2038.036667,2048.146667,0.618863667,1999.976667,23.5188,2.39766,2.336186667,20.348,19.9281,2000.056667,0.980002,0.0199983,0,2.729666667,0,25273.03333,17412.76667,41.25,42.312,41.25,40.625,41.208,1960.056667,40,0,1665375207,0,1665375126,00:12:06,1665375126,1665375104,48,-0.409,-0.004,2.949,0.032,2001,23,0.65,0.19,0,0,0,-1,0,0,0,-1,-11.1994,-0.293356452,0.089716791,1,1376.432789,-1.778126477,4.751522347,1,0.61530039,0.015401854,0.001815565,1,2.106308377,0.001448571,0.000885681,1,5,5,05-mai,2.94335,2.80142,0.251599,0.252508,0.108203,0.106312,15418.9,16154.2,23960.6,25151.9,34212.4,35903.8,43690.2,46501.9,1.974,1.83022,0.131644,0,28.8431,999.9,56.2,38.7,39.115,63.7728,22.8205,1,0.336377,0.942053,20.3187,5.22028,11.9039,5.0055,3.292,9999,9999,9999,999.9,1.85974,1.85485,1.85791,1.85639,1.85516,1.85471,1.85364,1.85655,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,2.94,0.0333,0.221566601,0.003420174,-1.94E-06,4.55E-10,-0.064993101,0.0151129,-0.000839346,1.58E-05,1,2154,2,24,1.3,1.7,3.78418,2.29614,1.4978,2.30103,1.54785,2.47681,41.0154,13.6067,18,504.014,475.834,27.5658,31.421,29.9997,31.3554,31.4664,75.7514,41.5324,0,27.5784,2000,23.5482,101.027,100.776,NA,8.293121775,0.302061256,0.072655833,1,t8b1l1
2022-10-09-T8B1L1,13,1665375345,1891,20221010 00:15:45,00:15:45,1,other,bci,0,t8,NA,b1,l1,2,NA,NA,exclude,1665375344,0.000510096,0.510095744,1.940941111,397.3879978,252.6903344,25.12517347,39.51256149,0.023384214,2.916246872,0.023280541,0.014559615,321.518128,32.19848783,30.99323333,4.509638027,55.10993021,2.40680263,4.367275771,2.102835398,-22.49522233,-88.26370175,-6.777313471,203.9818905,0,0,1,0,51897,2000.013333,1681.2112,0.840599996,0.160757992,6,0.5,0: Broadleaf,2,1665375344,397.388,399.9596667,24.20583333,23.6087,396.3006667,24.17443333,500.138,99.33053333,0.100153333,30.43183333,30.99323333,999.9,0,0,9991.25,0,272.8736667,-2.571756667,407.2456667,409.6303333,0.597126,399.9596667,23.6087,2.40438,2.345066667,20.3933,19.98936667,2000.013333,0.980002,0.0199983,0,2.348666667,0,23991.2,17412.46667,41.16633333,42.312,41.187,40.562,41.187,1960.013333,40,0,1665375347,0,1665375263,00:14:22,1665375263,1665375262,49,-0.214,-0.002,1.091,0.03,399,24,0.17,0.19,0,0,0,-1,0,0,0,-1,-2.568535161,-0.094218627,0.038577414,1,252.6792483,-1.956344504,2.204649541,1,0.595408122,0.014025146,0.001658149,1,2.101601887,-0.016248035,0.001828514,1,5,5,05-mai,2.94339,2.80121,0.0874077,0.0878692,0.108459,0.106629,18810.3,19721,23966.4,25157.4,34203.6,35890.9,43699.9,46511.3,1.97555,1.82775,0.131696,0,28.858,999.9,56,38.6,38.7735,63.7528,22.4599,1,0.327294,1.00731,20.3176,5.21834,11.9035,5.0045,3.292,9999,9999,9999,999.9,1.85974,1.85481,1.8579,1.85638,1.85516,1.85471,1.85363,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.087,0.0314,0.007979625,0.003420174,-1.94E-06,4.55E-10,-0.066997288,0.0151129,-0.000839346,1.58E-05,1,2154,2,24,1.4,1.4,1.02051,2.35962,1.4978,2.30103,1.54785,2.29248,40.9122,13.4053,18,503.958,473.235,27.4465,31.306,29.9998,31.2221,31.3327,20.452,40.6781,0,27.458,400,23.5851,101.05,100.797,NA,1.939345469,0.070875454,0.032186433,1,t8b1l1
2022-10-10-T11B1L1,1,1665448848,0,20221010 20:40:48,20:40:48,1,Maquelle,bci,tower,T11,NA,b1,l1,3,NA,NA,exclude,1665448840,0.007529014,7.529013695,22.63050825,365.9864254,274.2102849,27.33840747,36.48836888,0.469731338,2.922834374,0.431465278,0.272843606,321.5091529,32.08314018,31.1684129,4.554880382,59.82048648,2.880019992,4.814437598,1.67486039,-332.0295039,153.9007714,11.90094191,155.2813622,0,0,1,0,51772,1999.959677,1681.165916,0.840599905,0.160757818,6,0.5,0: Broadleaf,2,1665448840,365.9864516,396.4417419,28.88723871,20.1157,364.4774516,28.86423871,500.1303548,99.59903871,0.099655968,32.14509032,31.1684129,999.9,0,0,10001.87258,0,37.19117742,-30.45512258,376.8687419,404.5802258,8.759048387,396.4417419,20.1157,2.875896129,2.003503226,23.32630968,17.47196129,1999.959677,0.980003355,0.019996945,0,2.555580645,0,23776.45161,17411.97742,38.49770968,41.89083871,39.02190323,41.52796774,39.22958065,1959.967419,39.99290323,0,1665448848,0,1665448886,20:41:26,1665448869,1665448886,3,-0.055,-0.019,1.509,0.023,389,20,0.1,0.01,0,0,0,-1,0,0,0,-1,-30.45512258,-0.03015,0.168960113,1,273.9450867,16.59244177,1.268830008,0,8.794970488,-0.827002369,0.083763612,0,1.677456632,-0.366492006,0.026516626,1,3,5,03-mai,2.94459,2.80084,0.0826455,0.0879579,0.123503,0.0959404,18946.8,19760.9,24006.1,25201.2,33672.7,36379,43757.8,46585.5,1.99863,1.91235,0.112616,0,29.1852,999.9,71.5,30.1,30.7624,64.2025,21.3902,1,0.195158,-1.16572,20.3199,5.21444,11.9026,5.0043,3.29115,9999,9999,9999,999.9,1.85945,1.8544,1.85761,1.85607,1.85487,1.85455,1.85317,1.85638,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.509,0.023,0.49812384,0.003420174,-1.94E-06,4.55E-10,-0.043466795,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,22,21.9,0.85083,2.26929,1.4978,2.30469,1.54785,2.44263,33.8961,15.1215,18,505.897,516.566,32.5145,29.7308,29.989,29.6415,29.7472,17.0512,39.6703,63.8728,33.1418,400,20.1361,101.195,100.963,NA,22.63237277,0.206177245,0.139935727,1,T11b1l1
2022-10-10-T11B1L1,2,1665449092,243.5,20221010 20:44:51,20:44:51,1,Maquelle,bci,tower,T11,NA,b1,l1,3,NA,NA,exclude,1665449084,0.006887415,6.887415267,22.22466624,369.7000743,274.2109141,27.33981805,36.86043203,0.438629135,2.922552858,0.405065888,0.255967352,321.5192368,32.17455247,31.01843,4.516121188,60.15355023,2.883751774,4.793984333,1.632369415,-303.7350133,165.6566621,12.79704499,196.2379306,0,0,1,0,51914,2000.023667,1681.2196,0.840599853,0.160757716,6,0.5,0: Broadleaf,2,1665449084,369.7001,399.4170333,28.92324333,20.89960667,368.3602667,28.93093,500.1379667,99.60356,0.100050017,32.06981333,31.01843,999.9,0,0,9999.811667,0,26.97906333,-29.71695,380.7115667,407.943,8.02364,399.4170333,20.89960667,2.880857667,2.081675333,23.35486667,18.07964667,2000.023667,0.9800041,0.0199962,0,2.917366667,0,19230.67667,17412.54,39.312,40.187,39.25,38.687,39.562,1960.033,39.99066667,0,1665449092,0,1665448990,20:43:09,1665448990,1665448985,4,-0.123,0.002,1.389,0.024,392,21,0.18,0.01,0,0,0,-1,0,0,0,-1,-29.71951935,0.045101613,0.044919228,1,274.1880654,0.845125418,0.116696068,1,8.031772195,-0.147656446,0.015220258,1,1.632815263,-0.033590125,0.002672096,1,5,5,05-mai,2.94452,2.80115,0.0831988,0.0883254,0.123579,0.0983646,18921,19738.6,23989.5,25184.6,33648.3,36260.5,43730.4,46558.9,1.99592,1.90935,0.0754371,0,29.7763,999.9,71,30.4,31.0753,64.1425,20.5208,1,0.221555,-0.0889978,20.3251,5.22133,11.9029,5.0052,3.29188,9999,9999,9999,999.9,1.85936,1.85436,1.85751,1.85593,1.85478,1.85443,1.85303,1.85623,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.34,-0.0076,0.320181312,0.003420174,-1.94E-06,4.55E-10,-0.061170645,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,1.7,1.8,0.979004,2.29126,1.4978,2.30469,1.54785,2.28516,34.3725,15.0514,18,505.155,515.331,30.5811,30.0222,30.0002,29.7559,29.8426,19.6309,37.517,56.3805,30.5903,400,20.9343,101.13,100.903,NA,22.2283217,0.049081367,0.03613785,1,T11b1l1
