File Name:,NGEE-Arctic_A-Ci_curves_2012-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact:,"Alistair Rogers, arogers@bnl.gov, +1 631 344 2948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Modified:,8/18/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modified By:,Terri Killeffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGEE Arctic Dataset DOI:,10.5440/1336809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cite Dataset As:,"Alistair Rogers, Kim S. Ely and Shawn Serbin. 2017. Leaf Photosynthetic Parameters Vcmax and Jmax and Supporting Gas Exchange Data, Barrow, Alaska, 2012-2016. Next Generation Ecosystem Experiments Arctic Data Collection, Carbon Dioxide Information Analysis Center, Oak Ridge National Laboratory, Oak Ridge, Tennessee, USA. Accessed at http://dx.doi.org/10.5440/1336809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,"Measurement of leaf traits and gas exchange was conducted over an area of approximately 1 km2 centered at 71.28°N, 156.65°W. Raw gas exchange data used in Rogers et al 2017 to derive the photosynthetic parameters Vc,max and Jmax. The entry “-9999” represents data not available. Data collection as described by Rogers et al. (2017).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDA_Species_Code,Sample_Date,Sample_Barcode,Plot,Replicate,Machine_name,Machine_Serial_Number,Time,QC,Tleaf,Photo,Ci,CO2S,VpdA,RH_S,Tair,PARi,Press,Cond,BLCond,Trmmol,FTime,Ebal,VpdL,CTleaf,Area,BLC_1,StmRat,TBlk,CO2R,H2OR,H2OS,RH_R,Flow,PARo,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R_W_m2,Tl_minus_Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,CndCO2,Ci_Pa,Ci_Ca,RHsfc,C2sfc,AHs_Cs,Comments
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,19.75462372,6.849081925,149.6991046,176.4785156,0.5957909,72.70743561,18.30657196,1999.942749,100.742157,0.482493168,-9999,-9999,-9999,-9999,0.775912689,-9999,2.025000095,-9999,-9999,-9999,179.4949188,-9999,-9999,66.30223083,-9999,515.0163574,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.848256821,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,19.8059045,5.298010661,126.2830763,147.3406677,0.596885323,72.86897278,18.32402039,1998.880493,100.7420197,0.476918047,-9999,-9999,-9999,-9999,0.778188872,-9999,2.025000095,-9999,-9999,-9999,149.6871948,-9999,-9999,66.54940033,-9999,513.1827393,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.857082286,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,19.79411676,3.795985218,103.6465219,118.791153,0.591846099,73.08905029,18.31177902,1999.111328,100.7416763,0.480604298,-9999,-9999,-9999,-9999,0.773017554,-9999,2.025000095,-9999,-9999,-9999,120.4904938,-9999,-9999,66.76381683,-9999,510.7996826,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.872510446,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,19.80502233,2.224683346,79.01815804,88.06486511,0.589318897,73.26854706,18.31748581,2000.092407,100.7423782,0.483995536,-9999,-9999,-9999,-9999,0.770236389,-9999,2.025000095,-9999,-9999,-9999,89.08667755,-9999,-9999,66.92769623,-9999,505.9335938,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.897272232,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,19.8336411,16.58103127,319.6316541,382.2658081,0.586432624,73.55402374,18.35222626,2000.748169,100.7391129,0.496864552,-9999,-9999,-9999,-9999,0.764904506,-9999,2.025000095,-9999,-9999,-9999,389.5123596,-9999,-9999,67.12042236,-9999,503.5039978,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.836150258,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,19.80193862,20.12954517,415.0590316,490.2907104,0.578573623,73.84788513,18.32972717,2001.621338,100.7389221,0.505195953,-9999,-9999,-9999,-9999,0.756358008,-9999,2.025000095,-9999,-9999,-9999,499.1270142,-9999,-9999,67.38082886,-9999,497.5807495,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.846556997,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,19.81013578,24.24249759,550.8086028,638.4720459,0.58105309,74.0002594,18.3519268,1999.126343,100.7396011,0.529275738,-9999,-9999,-9999,-9999,0.752152246,-9999,2.025000095,-9999,-9999,-9999,649.2147217,-9999,-9999,67.27266693,-9999,500.3695679,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.862698072,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,19.84777716,27.97234744,777.3415958,887.027771,0.579327133,73.94464111,18.335392,1999.7052,100.7403412,0.490615309,-9999,-9999,-9999,-9999,0.760369124,-9999,2.025000095,-9999,-9999,-9999,899.5706787,-9999,-9999,67.61463928,-9999,496.9573669,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.876344148,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,19.89657642,30.68510929,1060.59117,1185.711426,0.583007273,73.93680573,18.35033989,2000.119873,100.7389908,0.480364713,-9999,-9999,-9999,-9999,0.766146497,-9999,2.025000095,-9999,-9999,-9999,1199.745239,-9999,-9999,67.68447876,-9999,495.1833191,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.894476638,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,20.00059161,32.45683443,1444.108671,1583.916626,0.591988878,73.95144653,18.38711548,1999.557861,100.7382889,0.466571172,-9999,-9999,-9999,-9999,0.777246586,-9999,2.025000095,-9999,-9999,-9999,1599.186035,-9999,-9999,67.78868866,-9999,488.6498413,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.911732756,-9999,-9999,-9999,-9999
CAAQ,20120712,63,-9999,-9999,Mariano,PSC0464,-9999,,20.1350475,33.729969,1830.966047,1983.53125,0.604093002,73.9863739,18.44657516,1998.266357,100.7380905,0.455854426,-9999,-9999,-9999,-9999,0.790261357,-9999,2.025000095,-9999,-9999,-9999,1999.843628,-9999,-9999,67.87353516,-9999,488.2075195,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.923084044,-9999,-9999,-9999,-9999
PEFR5,20120712,64,-9999,-9999,Derek,PSC0570,-9999,1,22.15118217,20.97109028,190.1606509,375.6539612,0.701639113,78.89582825,18.70143509,1999.964355,100.6366806,0.188555804,-9999,-9999,-9999,-9999,0.970427255,-9999,2,-9999,-9999,-9999,390.1223755,-9999,-9999,73.33266449,-9999,184.8432159,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.506212287,-9999,-9999,-9999,-9999
PEFR5,20120712,64,-9999,-9999,Derek,PSC0570,-9999,1,22.2453289,12.77700105,128.3142583,240.9563293,0.71183216,78.70097351,18.73367882,1999.852173,100.6364822,0.189630575,-9999,-9999,-9999,-9999,0.986604205,-9999,2,-9999,-9999,-9999,249.7923584,-9999,-9999,73.02471161,-9999,186.104538,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.532520804,-9999,-9999,-9999,-9999
